1.934799999999999898e+02	0.000000000000000000e+00
1.936299999999999955e+02	0.000000000000000000e+00
1.937700000000000102e+02	0.000000000000000000e+00
1.939199999999999875e+02	0.000000000000000000e+00
1.940699999999999932e+02	0.000000000000000000e+00
1.942100000000000080e+02	0.000000000000000000e+00
1.943600000000000136e+02	0.000000000000000000e+00
1.945000000000000000e+02	0.000000000000000000e+00
1.946500000000000057e+02	0.000000000000000000e+00
1.948000000000000114e+02	0.000000000000000000e+00
1.949399999999999977e+02	0.000000000000000000e+00
1.950900000000000034e+02	0.000000000000000000e+00
1.952299999999999898e+02	0.000000000000000000e+00
1.953799999999999955e+02	0.000000000000000000e+00
1.955300000000000011e+02	0.000000000000000000e+00
1.956699999999999875e+02	0.000000000000000000e+00
1.958199999999999932e+02	0.000000000000000000e+00
1.959600000000000080e+02	0.000000000000000000e+00
1.961100000000000136e+02	0.000000000000000000e+00
1.962500000000000000e+02	0.000000000000000000e+00
1.964000000000000057e+02	0.000000000000000000e+00
1.965500000000000114e+02	0.000000000000000000e+00
1.966899999999999977e+02	0.000000000000000000e+00
1.968400000000000034e+02	0.000000000000000000e+00
1.969799999999999898e+02	0.000000000000000000e+00
1.971299999999999955e+02	0.000000000000000000e+00
1.972800000000000011e+02	0.000000000000000000e+00
1.974199999999999875e+02	0.000000000000000000e+00
1.975699999999999932e+02	0.000000000000000000e+00
1.977100000000000080e+02	0.000000000000000000e+00
1.978600000000000136e+02	0.000000000000000000e+00
1.980000000000000000e+02	0.000000000000000000e+00
1.981500000000000057e+02	0.000000000000000000e+00
1.983000000000000114e+02	0.000000000000000000e+00
1.984399999999999977e+02	0.000000000000000000e+00
1.985900000000000034e+02	0.000000000000000000e+00
1.987299999999999898e+02	0.000000000000000000e+00
1.988799999999999955e+02	0.000000000000000000e+00
1.990200000000000102e+02	0.000000000000000000e+00
1.991699999999999875e+02	0.000000000000000000e+00
1.993199999999999932e+02	0.000000000000000000e+00
1.994600000000000080e+02	0.000000000000000000e+00
1.996100000000000136e+02	0.000000000000000000e+00
1.997500000000000000e+02	3.600000000000000089e+00
1.999000000000000057e+02	2.580000000000000071e+01
2.000399999999999920e+02	2.380000000000000071e+01
2.001899999999999977e+02	1.400000000000000000e+01
2.003300000000000125e+02	2.480000000000000071e+01
2.004799999999999898e+02	3.679999999999999716e+01
2.006299999999999955e+02	2.419999999999999929e+01
2.007700000000000102e+02	3.960000000000000142e+01
2.009199999999999875e+02	1.960000000000000142e+01
2.010600000000000023e+02	1.419999999999999929e+01
2.012100000000000080e+02	4.179999999999999716e+01
2.013499999999999943e+02	-9.599999999999999645e+00
2.015000000000000000e+02	8.400000000000000355e+00
2.016399999999999864e+02	3.039999999999999858e+01
2.017899999999999920e+02	3.379999999999999716e+01
2.019300000000000068e+02	-4.200000000000000178e+00
2.020800000000000125e+02	-1.880000000000000071e+01
2.022299999999999898e+02	1.540000000000000036e+01
2.023700000000000045e+02	1.519999999999999929e+01
2.025200000000000102e+02	5.360000000000000142e+01
2.026599999999999966e+02	9.599999999999999645e+00
2.028100000000000023e+02	3.000000000000000000e+01
2.029499999999999886e+02	1.600000000000000089e+00
2.030999999999999943e+02	3.399999999999999911e+00
2.032400000000000091e+02	1.700000000000000000e+01
2.033899999999999864e+02	1.240000000000000036e+01
2.035300000000000011e+02	1.800000000000000000e+01
2.036800000000000068e+02	1.000000000000000000e+00
2.038199999999999932e+02	2.280000000000000071e+01
2.039699999999999989e+02	3.320000000000000284e+01
2.041200000000000045e+02	6.200000000000000178e+00
2.042599999999999909e+02	4.160000000000000142e+01
2.044099999999999966e+02	1.000000000000000000e+01
2.045500000000000114e+02	-8.800000000000000711e+00
2.046999999999999886e+02	8.800000000000000711e+00
2.048400000000000034e+02	2.580000000000000071e+01
2.049900000000000091e+02	1.960000000000000142e+01
2.051299999999999955e+02	3.260000000000000142e+01
2.052800000000000011e+02	2.900000000000000000e+01
2.054199999999999875e+02	7.200000000000000178e+00
2.055699999999999932e+02	1.519999999999999929e+01
2.057100000000000080e+02	2.680000000000000071e+01
2.058600000000000136e+02	3.279999999999999716e+01
2.060000000000000000e+02	2.360000000000000142e+01
2.061500000000000057e+02	1.980000000000000071e+01
2.062899999999999920e+02	-1.580000000000000071e+01
2.064399999999999977e+02	3.000000000000000000e+01
2.065800000000000125e+02	3.639999999999999858e+01
2.067299999999999898e+02	3.879999999999999716e+01
2.068700000000000045e+02	4.000000000000000222e-01
2.070200000000000102e+02	3.420000000000000284e+01
2.071599999999999966e+02	1.280000000000000071e+01
2.073100000000000023e+02	-1.300000000000000000e+01
2.074499999999999886e+02	2.799999999999999822e+00
2.075999999999999943e+02	1.980000000000000071e+01
2.077400000000000091e+02	4.539999999999999858e+01
2.078899999999999864e+02	4.220000000000000284e+01
2.080300000000000011e+02	2.780000000000000071e+01
2.081800000000000068e+02	6.599999999999999645e+00
2.083199999999999932e+02	5.220000000000000284e+01
2.084699999999999989e+02	2.100000000000000000e+01
2.086100000000000136e+02	1.600000000000000000e+01
2.087599999999999909e+02	5.879999999999999716e+01
2.089000000000000057e+02	2.819999999999999929e+01
2.090500000000000114e+02	1.100000000000000000e+01
2.091899999999999977e+02	1.040000000000000036e+01
2.093400000000000034e+02	4.520000000000000284e+01
2.094799999999999898e+02	1.619999999999999929e+01
2.096299999999999955e+02	3.000000000000000000e+00
2.097700000000000102e+02	-5.999999999999999778e-01
2.099199999999999875e+02	2.839999999999999858e+01
2.100600000000000023e+02	2.080000000000000071e+01
2.102100000000000080e+02	3.039999999999999858e+01
2.103499999999999943e+02	3.560000000000000142e+01
2.105000000000000000e+02	3.920000000000000284e+01
2.106399999999999864e+02	1.860000000000000142e+01
2.107899999999999920e+02	5.239999999999999858e+01
2.109300000000000068e+02	2.239999999999999858e+01
2.110800000000000125e+02	4.000000000000000000e+00
2.112199999999999989e+02	4.800000000000000000e+01
2.113700000000000045e+02	3.260000000000000142e+01
2.115099999999999909e+02	1.200000000000000000e+01
2.116599999999999966e+02	2.580000000000000071e+01
2.118000000000000114e+02	4.179999999999999716e+01
2.119499999999999886e+02	1.480000000000000071e+01
2.120900000000000034e+02	2.760000000000000142e+01
2.122400000000000091e+02	4.120000000000000284e+01
2.123799999999999955e+02	7.520000000000000284e+01
2.125200000000000102e+02	3.760000000000000142e+01
2.126699999999999875e+02	2.639999999999999858e+01
2.128100000000000023e+02	3.360000000000000142e+01
2.129600000000000080e+02	2.939999999999999858e+01
2.130999999999999943e+02	2.239999999999999858e+01
